cl1,cl2,dist,new_size
1071,140,0.0461334,4
129,954,0.0461629,2
254,320,0.0464695,2
324,405,0.0467034,2
1028,199,0.0468399,3
379,406,0.0469984,2
504,513,0.0470593,2
118,1161,0.0470787,3
163,1171,0.0471415,4
923,999,0.0471554,2
1067,998,0.0474204,3
1109,471,0.0475761,5
526,557,0.047827,2
208,214,0.0480688,2
552,598,0.0480696,2
547,590,0.0482084,2
411,1107,0.0482684,7
182,217,0.0489824,2
669,691,0.0491616,2
342,657,0.049376,2
1095,783,0.0494143,3
857,891,0.0494189,2
253,266,0.049455,2
347,1061,0.0498487,3
1162,100,0.04993,6
922,968,0.0499725,2
1018,1049,0.0500255,4
156,186,0.0500503,2
627,642,0.0501419,2
549,612,0.0502329,2
119,157,0.050502,2
751,796,0.0506188,2
41,80,0.0508439,2
25,1099,0.0509512,4
352,420,0.0510549,2
536,560,0.0510654,2
171,1031,0.0512298,3
350,378,0.0514568,2
1145,619,0.051484,4
772,807,0.0515298,2
659,1146,0.0515482,4
855,1101,0.051844,4
497,512,0.0521917,2
339,354,0.0523235,2
1163,953,0.0523994,3
1102,973,0.0524899,4
389,415,0.0526637,2
827,896,0.0527225,2
1055,986,0.0528846,3
1043,1046,0.0528946,8
1175,1128,0.0529439,7
71,87,0.0531405,2
768,1064,0.0535357,3
327,1082,0.0536308,3
5,1112,0.0536644,4
883,897,0.0539114,2
39,75,0.0543133,2
220,1030,0.0544486,3
988,990,0.0546226,2
264,307,0.0548175,2
520,1202,0.0549142,5
107,183,0.0551931,2
681,706,0.0552315,2
3,1125,0.0552539,3
1021,1180,0.0552559,9
359,376,0.0553064,2
179,911,0.0553563,2
1087,412,0.0554598,3
1213,1160,0.0554622,10
815,817,0.055657,2
1195,766,0.055712,3
1091,297,0.0557138,3
440,463,0.0557592,2
162,1122,0.0558171,4
222,257,0.0559982,2
1111,1181,0.0560499,5
73,91,0.0560953,2
251,319,0.0562306,2
667,1134,0.0564054,3
457,519,0.0564943,2
262,1166,0.0566075,3
524,574,0.0566256,2
1094,1148,0.056701,4
407,1187,0.0568384,4
1117,1242,0.0568528,5
138,1060,0.0569173,3
1108,964,0.0571006,4
1194,1084,0.0571467,4
141,149,0.0571993,2
1077,1174,0.0572848,7
1136,1177,0.0573742,5
662,1103,0.0574203,3
211,972,0.0574259,2
15,28,0.0575737,2
1226,1149,0.0577175,4
1190,676,0.0579169,5
929,943,0.0581735,2
485,507,0.0582267,2
593,1124,0.0583301,3
541,545,0.058777,2
818,867,0.0589557,2
448,505,0.059008,2
245,1151,0.059042,3
654,1005,0.0591447,3
1246,1126,0.0592528,6
1024,592,0.059328,3
1138,1223,0.0594162,7
865,900,0.0596031,2
1257,47,0.0596951,3
1248,684,0.0597884,6
82,98,0.0598877,2
1268,977,0.0599905,7
1265,461,0.0600476,3
10,56,0.0606574,2
18,1130,0.060802,3
198,975,0.0611811,2
1073,1052,0.061338,4
338,707,0.0613974,2
1036,1193,0.0616675,4
1029,844,0.0619293,3
674,692,0.0620597,2
637,647,0.0620966,2
390,398,0.0621276,2
1115,1104,0.0622882,4
1234,785,0.0624298,4
105,176,0.0627399,2
568,606,0.0629087,2
72,1196,0.0629523,3
1172,1275,0.0632236,11
527,546,0.0632983,2
914,921,0.063737,2
819,894,0.0638253,2
114,1232,0.0643711,11
633,663,0.0647614,2
767,775,0.0648567,2
409,1267,0.0648925,4
30,1154,0.0649171,3
1119,1150,0.0649293,5
1184,790,0.0656278,4
45,1041,0.0658154,3
433,515,0.0659558,2
155,164,0.0664258,2
1289,1296,0.0664756,13
4,1197,0.066646,5
1229,1025,0.0668192,4
1228,402,0.0668409,10
1176,608,0.0670822,3
1183,709,0.0671007,3
1158,392,0.0677494,3
1251,1252,0.0684433,6
242,1143,0.068517,3
1059,1219,0.0685423,4
110,124,0.0686465,2
132,989,0.0692224,2
1233,846,0.0694254,3
348,361,0.0696956,2
1292,1279,0.0697135,13
1017,1118,0.0697921,4
329,1139,0.0698402,4
153,1168,0.069933,4
816,880,0.0699975,2
236,1241,0.0700086,3
285,308,0.070042,2
1273,1255,0.0706979,9
363,386,0.0708566,2
1238,1325,0.0710211,5
1323,1306,0.0710341,17
1283,845,0.0711245,4
1003,752,0.0712469,3
117,136,0.0714671,2
464,1056,0.0719013,3
916,1260,0.0720807,3
1291,96,0.0722791,4
223,1301,0.0723256,6
1330,1191,0.0723638,19
241,309,0.072373,2
1302,777,0.0729476,5
385,1167,0.0729818,3
1199,580,0.0731739,3
533,578,0.0734762,2
653,1284,0.0735145,3
1004,980,0.0735287,3
1327,1259,0.0735365,14
260,1337,0.0736632,7
762,774,0.0739166,2
1270,1244,0.0739993,10
1209,1222,0.0740423,6
231,1123,0.0743029,3
417,670,0.0745324,2
1290,1009,0.0746628,4
1169,416,0.0748252,3
468,498,0.0750506,2
1092,1271,0.0751205,5
1120,1212,0.075136,5
1349,299,0.0751428,11
111,1239,0.0751825,6
558,1179,0.0752186,3
630,716,0.0753187,2
275,1326,0.0754271,3
843,1205,0.0754763,5
444,465,0.075513,2
1317,147,0.075516,3
238,1047,0.0755427,3
343,1198,0.0756539,3
1254,969,0.0760955,6
830,1363,0.0763297,6
1245,1310,0.0765119,5
1200,1173,0.0766377,5
1053,887,0.0767169,3
778,1340,0.0768723,6
1373,809,0.0770956,7
947,985,0.0771831,2
1216,1129,0.0771833,6
1037,849,0.0774126,3
1192,683,0.0774971,3
375,380,0.0775134,2
862,1295,0.0776141,3
1316,920,0.0777435,3
194,979,0.0778763,2
64,79,0.0779825,2
286,1287,0.0780901,5
112,1305,0.078227,3
1312,710,0.0782444,4
840,901,0.0782647,2
1300,1215,0.0782808,5
414,426,0.0783855,2
741,784,0.0784431,2
1370,1224,0.0786251,10
1329,1235,0.0787661,8
1236,480,0.0787893,3
255,1358,0.0788566,12
1378,715,0.079054,4
539,597,0.0790771,2
1156,1338,0.0793626,22
1278,53,0.0793719,4
400,401,0.0795202,2
836,1315,0.0795599,5
553,1391,0.079592,11
842,1264,0.0797869,3
1098,1389,0.0798867,4
121,1313,0.0800731,7
1335,1208,0.0802671,6
824,884,0.0804786,2
369,1083,0.080514,3
1299,680,0.0805513,5
1339,1314,0.0805542,5
1214,1155,0.0805897,14
290,1392,0.0809852,9
1250,1253,0.0810276,11
1320,1365,0.0812416,16
1400,1331,0.0813352,9
1164,203,0.0813666,5
1386,722,0.0815435,5
1387,873,0.0815737,3
559,587,0.0818866,2
542,1282,0.0820147,5
1075,957,0.0821114,5
1227,54,0.0822477,4
109,1413,0.0827768,17
971,1147,0.0829432,4
335,1035,0.0829927,3
1281,1408,0.0830063,7
175,1375,0.0830717,3
0,1421,0.0830797,5
435,1170,0.0831398,3
726,761,0.0832293,2
1218,48,0.0833085,5
1415,1359,0.0834393,11
1304,462,0.0836443,3
210,984,0.0837441,2
1422,1249,0.0838088,20
1412,908,0.0841942,12
1379,1217,0.0842344,5
742,805,0.08427,2
786,1288,0.0845548,5
738,1437,0.0847685,3
159,192,0.0847768,2
782,1439,0.0848509,4
1336,88,0.0849742,5
240,1088,0.0849952,3
490,1410,0.0850041,15
1321,1395,0.0850935,8
184,1371,0.0854029,6
14,1307,0.0855158,6
24,35,0.0855487,2
755,757,0.0855543,2
1372,889,0.0855604,4
1309,1308,0.0855847,14
1,65,0.0856714,2
7,1080,0.0857532,3
1100,583,0.0857561,3
1428,517,0.0860069,4
1414,1450,0.0862135,13
579,600,0.0862423,2
1377,1380,0.0862975,6
36,1303,0.0863179,4
396,413,0.0864421,2
529,554,0.0866291,2
1159,1007,0.0867657,4
1204,1258,0.0867918,8
1397,1135,0.0867922,24
1431,1434,0.0872897,31
60,99,0.0874524,2
1451,1319,0.0875026,16
291,1366,0.0879336,4
1398,1462,0.0880167,8
1401,1034,0.088238,13
289,293,0.0883438,2
661,665,0.0883651,2
1466,77,0.0884302,3
1188,1473,0.0884408,9
134,193,0.0884925,2
644,1346,0.0885183,15
1465,1433,0.0887266,33
1470,1262,0.0888786,16
1211,868,0.0888791,3
1294,934,0.0892344,3
522,556,0.089245,2
1436,1002,0.0899097,7
905,1480,0.0903179,4
829,875,0.0903764,2
6,1277,0.0904899,3
1411,304,0.0908238,10
668,724,0.0910849,2
753,1449,0.0911122,3
330,423,0.0913189,2
1469,38,0.0913881,9
358,1231,0.0914428,4
432,458,0.0916026,2
340,427,0.091791,2
1458,1369,0.0919105,12
1486,322,0.0919208,11
357,365,0.0920523,2
1247,1467,0.092372,20
449,499,0.0926737,2
1438,1006,0.0927988,7
1322,1460,0.093283,6
771,789,0.0933166,2
1430,58,0.0933721,6
651,1344,0.0936684,4
150,362,0.0938273,2
1476,682,0.0942232,16
1485,95,0.0942526,4
1446,950,0.09426,7
1121,572,0.0943201,4
387,1403,0.0943563,5
1477,1423,0.0948603,37
1510,197,0.0948638,38
1481,1396,0.094941,4
441,1393,0.095313,4
1272,1474,0.0955124,12
261,263,0.0955956,2
1407,1207,0.0956313,5
1297,699,0.0960475,3
1286,431,0.0961915,3
1435,1483,0.096593,16
325,346,0.0966985,2
1496,371,0.0968619,3
822,892,0.0969906,2
1390,1499,0.0971585,9
1464,1381,0.0972828,27
1523,1374,0.0973128,16
569,1105,0.0975645,4
333,1141,0.0976134,3
693,1445,0.097713,9
758,787,0.0978724,2
227,278,0.0979987,2
1269,1353,0.0980518,7
1507,1519,0.0982179,23
1419,564,0.0984025,6
1347,224,0.0984284,8
1514,97,0.0986012,13
737,802,0.0986159,2
1440,1532,0.0987854,25
1144,1517,0.0990836,5
1427,1447,0.0991189,11
1511,976,0.0991233,39
1539,70,0.0991927,12
265,310,0.0995981,2
1452,1490,0.0997483,11
248,1471,0.0998516,3
1515,1186,0.0999799,4
225,1394,0.100027,13
20,1089,0.100054,3
116,213,0.100156,2
1504,1426,0.100288,5
452,488,0.100364,2
1345,1350,0.100396,9
1538,701,0.100413,6
1230,1540,0.100627,41
562,1343,0.100628,3
1468,1495,0.100764,15
1541,12,0.100894,13
1405,974,0.100915,7
1356,878,0.101063,6
1494,1558,0.101271,18
1293,618,0.101375,3
366,395,0.101386,2
1237,201,0.101714,5
40,67,0.101811,2
1424,1367,0.102151,6
1488,795,0.102226,4
235,1542,0.102238,3
646,1425,0.102271,8
258,1351,0.102373,4
1547,1240,0.10242,5
399,1399,0.102669,3
945,956,0.102732,2
826,1559,0.102758,19
1557,1551,0.102919,16
1420,1573,0.103147,21
1334,484,0.103152,4
1524,966,0.103207,28
1455,1280,0.103555,8
1342,1263,0.103612,5
1453,1535,0.103664,16
1333,145,0.103697,3
1153,679,0.103797,3
730,756,0.103837,2
1444,494,0.103937,16
1443,1568,0.104172,7
1572,881,0.104474,20
814,1456,0.104654,14
1505,1487,0.10474,18
1478,1533,0.104815,22
1545,1555,0.104845,19
1520,1497,0.104865,22
591,1526,0.104984,5
1416,687,0.105182,6
1513,474,0.105434,5
1586,1585,0.105562,34
532,1531,0.105649,8
1583,1577,0.106075,24
1590,1328,0.106139,24
1382,1165,0.10618,4
1553,1537,0.106184,66
1502,1448,0.106475,8
1364,1206,0.106632,4
31,1388,0.106712,6
874,1406,0.107012,3
1588,1512,0.107025,26
1516,1210,0.107282,7
1534,1362,0.107318,11
1543,1579,0.107529,27
915,925,0.107545,2
1608,1357,0.107573,7
1607,1383,0.107796,29
16,1610,0.107819,30
434,1432,0.10782,4
1441,1376,0.107989,10
729,746,0.108007,2
460,514,0.108015,2
133,1562,0.108266,6
1429,727,0.108343,3
1595,570,0.108444,9
1072,1599,0.108967,68
436,483,0.109018,2
228,1566,0.109257,4
1554,1454,0.109383,6
1593,1550,0.109904,7
1461,605,0.109962,3
172,1619,0.110154,69
1623,1612,0.110241,11
1597,1354,0.110603,27
1611,22,0.11063,31
1574,1625,0.110637,90
725,760,0.110802,2
1493,1564,0.110988,8
697,1587,0.111068,19
1178,576,0.111097,3
538,1604,0.111215,27
625,1463,0.111359,9
1629,1609,0.111401,97
486,516,0.111404,2
1086,958,0.11148,3
68,1556,0.111789,14
1636,1576,0.111855,125
1639,1600,0.11189,22
1482,1040,0.112129,9
759,1525,0.112142,17
1311,624,0.112202,4
1404,1140,0.112221,9
834,1402,0.11236,4
744,801,0.112457,2
1045,89,0.112477,3
872,888,0.112488,2
1643,806,0.112641,18
195,1598,0.112652,5
1640,1256,0.112755,127
1606,1384,0.11276,16
1652,1368,0.112999,133
1647,769,0.113181,3
534,575,0.113185,2
1635,1503,0.113278,13
1644,688,0.113356,5
1549,429,0.113529,6
732,735,0.113592,2
530,1656,0.113997,3
1646,1185,0.114601,6
1627,1341,0.11461,30
44,1628,0.114681,32
907,1654,0.114722,134
1594,860,0.115308,35
1578,1618,0.115313,14
621,1472,0.115433,3
1613,750,0.11583,11
1113,946,0.115836,3
555,1591,0.115883,6
1641,1442,0.116019,27
821,850,0.116098,2
566,586,0.117027,2
1522,1010,0.117071,4
1622,595,0.11708,7
1509,1663,0.117112,35
351,391,0.11728,2
1664,1459,0.117631,36
1201,382,0.117785,3
221,1546,0.117807,14
1681,1653,0.118025,30
1530,1682,0.11809,32
437,1498,0.118128,3
1672,1679,0.118192,63
1527,1491,0.118659,7
1669,749,0.118759,12
1489,1677,0.118815,37
1528,1632,0.119508,28
1626,1637,0.11968,13
1027,502,0.119745,3
866,869,0.119767,2
410,1642,0.119826,10
660,1689,0.120181,29
1580,142,0.120678,4
773,1655,0.121011,4
1575,1684,0.12105,7
1601,1596,0.121159,28
341,424,0.121208,2
1685,1648,0.121515,66
154,332,0.121818,2
1581,723,0.121898,4
1605,1693,0.122342,17
1666,1479,0.122576,38
1500,1686,0.122635,13
455,1157,0.122689,3
1621,277,0.122824,5
349,1352,0.123923,3
1676,1667,0.124078,21
1318,825,0.124128,4
1563,1700,0.124146,68
1548,1570,0.124368,5
1697,495,0.12496,8
1665,174,0.125082,135
1650,1011,0.125113,20
1683,1544,0.125221,35
1673,1675,0.125808,6
936,993,0.126221,2
1131,1417,0.126253,5
641,1702,0.126502,5
1106,967,0.126682,3
1501,1715,0.127097,22
1662,1704,0.127267,44
356,1658,0.127652,6
848,1723,0.127868,45
1385,1225,0.128078,5
1714,940,0.128334,136
1633,1671,0.12839,9
1567,678,0.1287,9
1631,1705,0.129264,21
635,1552,0.129342,7
632,1361,0.12963,3
267,279,0.129722,2
1660,1722,0.129783,24
535,1065,0.130063,3
1727,982,0.130186,137
1569,1711,0.130391,73
1736,173,0.130573,138
909,1638,0.130644,4
51,1274,0.13074,3
1726,1616,0.130749,11
1645,166,0.130936,10
1741,1738,0.131078,149
1709,596,0.131397,22
74,103,0.131595,2
1743,987,0.131887,150
511,1243,0.131926,3
1733,312,0.132238,3
1717,1725,0.13293,51
1735,543,0.133045,4
1730,1703,0.133135,38
1688,1680,0.133332,40
1729,1694,0.133458,38
544,603,0.134025,2
917,1114,0.134217,3
1731,1668,0.134262,10
1737,83,0.134867,74
695,1657,0.135062,14
1746,1742,0.13543,160
55,1757,0.135493,75
1508,1754,0.135672,6
446,475,0.13573,2
1348,1565,0.136591,6
1651,1659,0.136775,11
1661,1624,0.136846,6
1749,1484,0.136878,53
1713,1762,0.136931,10
939,952,0.136961,2
736,1127,0.137172,3
1409,243,0.137662,6
1630,1582,0.13781,4
328,1720,0.137853,6
1734,1687,0.137891,36
1706,1698,0.138025,31
763,1536,0.138444,3
1751,1752,0.138634,78
1276,1774,0.139282,34
1759,1721,0.139563,163
747,864,0.139644,2
599,1765,0.140347,7
1603,1766,0.140365,56
1602,57,0.140582,7
1266,1589,0.140807,22
779,1779,0.140815,3
1778,1670,0.140986,166
230,268,0.14154,2
1771,1773,0.141921,40
1785,1764,0.142424,177
364,1724,0.142615,7
1695,1788,0.142831,181
1775,800,0.144398,4
1744,1634,0.144558,49
1792,1728,0.144681,58
1758,1753,0.144763,52
675,719,0.144934,2
1750,1793,0.145956,62
1620,1355,0.146072,4
1769,808,0.147182,4
456,470,0.147424,2
1760,1220,0.147604,77
739,1203,0.14789,3
249,270,0.148046,2
1710,882,0.148187,5
1781,1649,0.148858,58
1804,877,0.148896,59
1787,1763,0.149626,46
1777,1690,0.149836,47
323,1776,0.1502,79
1748,303,0.150485,4
1797,1807,0.150668,51
863,1805,0.150708,60
623,656,0.150976,2
1808,1518,0.151059,82
353,1521,0.151166,4
1768,1790,0.151632,183
626,1732,0.151865,4
1767,1615,0.152197,12
1806,1332,0.152227,49
1716,1783,0.152412,57
1614,781,0.152912,3
1811,893,0.154671,61
1707,311,0.154907,6
640,1794,0.155209,53
1822,1819,0.155674,63
1038,1796,0.155736,64
120,1815,0.155778,184
728,1818,0.155959,50
1827,1820,0.156178,53
1182,1823,0.157242,55
1674,1761,0.157265,8
1826,995,0.158068,185
1821,852,0.158647,62
296,1809,0.159106,5
791,1828,0.159573,54
1825,1360,0.159865,67
1813,1561,0.159949,84
1810,1817,0.160225,63
301,305,0.160886,2
1824,1584,0.160888,70
733,1696,0.161325,5
1784,810,0.16141,4
1285,1829,0.161732,57
1506,1800,0.162272,81
1834,1798,0.162403,58
1756,1795,0.16252,12
492,493,0.162785,2
831,1803,0.162968,6
34,85,0.163197,2
820,1832,0.163309,63
438,1837,0.164209,64
239,272,0.1646,2
1739,1831,0.165126,189
1838,1014,0.165148,4
1617,1844,0.166134,61
629,713,0.166168,2
1852,1189,0.166202,191
1836,1592,0.166271,90
1835,1830,0.166596,75
1850,1799,0.166649,66
1324,1849,0.166843,65
1782,1843,0.166881,88
788,832,0.167293,2
1678,1857,0.167726,92
256,1851,0.167872,3
1859,451,0.168033,67
664,1842,0.169183,58
1863,1772,0.170718,98
442,510,0.171323,2
1864,1221,0.171328,6
62,1848,0.172194,3
1855,714,0.172397,3
1854,1529,0.172959,63
1861,1870,0.173134,91
1868,1747,0.173322,5
1865,1874,0.173944,72
1839,1770,0.175257,76
1866,1867,0.176463,156
523,565,0.176553,2
1812,672,0.176639,3
1780,615,0.176746,8
528,1880,0.176838,9
1789,1877,0.176907,163
1875,1691,0.177794,75
250,1876,0.178562,77
1882,1856,0.178565,354
1884,1833,0.178596,82
1755,992,0.178668,4
1879,1885,0.180408,357
1860,861,0.184558,66
1883,500,0.186001,76
1845,1888,0.186234,369
1873,1740,0.186248,94
61,102,0.186415,2
360,1891,0.186453,370
1475,1894,0.186838,372
1841,1872,0.189123,67
9,1892,0.189664,95
1708,1895,0.190424,375
1896,1801,0.191112,70
1881,1858,0.192116,84
1890,1492,0.192325,78
1062,1897,0.193124,97
1898,1712,0.194326,380
188,1903,0.19436,381
1900,589,0.194653,85
1899,811,0.195025,71
1786,1886,0.195658,84
1298,1906,0.196336,73
1908,812,0.19634,74
1814,1904,0.197034,385
828,841,0.197091,2
1840,1791,0.197883,9
1560,1905,0.198014,88
1907,1853,0.199079,88
1701,1910,0.199335,387
696,1871,0.200251,4
731,1909,0.200783,75
1816,698,0.204438,5
628,645,0.204854,2
1912,798,0.205379,10
1915,219,0.206015,388
941,1921,0.2067,389
1919,1916,0.206777,6
1911,1889,0.209239,68
126,152,0.209523,2
1847,1924,0.209643,74
685,1922,0.209855,390
1918,1927,0.210795,395
1901,1261,0.211046,80
1928,703,0.211925,396
1930,1699,0.213788,398
1887,1931,0.213852,402
229,1802,0.215547,3
294,314,0.215881,2
130,1925,0.216367,3
106,169,0.217438,2
1936,1935,0.218802,5
563,577,0.218865,2
1937,1932,0.220665,407
1719,1926,0.224728,79
1457,1913,0.225395,90
43,1902,0.225775,98
1923,1939,0.226724,413
276,306,0.227634,2
49,1943,0.228831,414
1917,1920,0.231011,85
1869,1914,0.232316,94
1945,620,0.237846,415
1948,167,0.23841,416
1862,1940,0.241747,81
1946,1950,0.246078,166
1929,1846,0.247041,82
1947,1944,0.247069,96
652,1949,0.247503,417
232,1933,0.247964,4
1137,1718,0.249706,4
1952,506,0.250755,83
1951,1692,0.251003,168
1953,1934,0.255518,98
1878,1941,0.256044,92
677,1954,0.256237,418
1571,1961,0.257916,420
885,902,0.258275,2
1960,584,0.258357,93
1938,1964,0.258839,95
1958,793,0.259074,169
1966,899,0.26313,170
919,1962,0.267378,421
1942,1893,0.269284,100
1967,890,0.270344,171
551,1965,0.272556,96
1970,734,0.28036,172
1968,1956,0.280742,425
1972,835,0.281888,173
1955,1959,0.283561,102
1957,476,0.284628,84
453,454,0.287744,2
1971,588,0.297778,97
1973,403,0.305833,426
1974,1963,0.306876,175
1969,1745,0.322541,102
871,1980,0.351886,176
1981,1979,0.354942,528
439,1976,0.386298,85
1978,1418,0.393278,99
1975,295,0.421146,103
858,1982,0.442527,177
634,1983,0.446779,529
1988,206,0.456795,530
1984,518,0.468776,86
104,1989,0.476313,531
1987,740,0.501576,178
550,1985,0.513131,100
1977,1990,0.56227,88
1993,1991,0.965216,631
1986,1995,1.04797,734
1994,1992,1.87062,266
1996,1997,2.33076,1000
