cl1,cl2,dist,new_size
774,440,0.143256,6
422,435,0.143309,2
771,778,0.144554,63
767,768,0.14475,15
483,609,0.146072,3
456,470,0.147423,2
725,75,0.147604,3
770,441,0.149742,15
712,695,0.149836,4
760,303,0.150485,3
790,709,0.150852,7
613,138,0.15111,3
353,685,0.151167,4
740,427,0.15137,4
405,782,0.151921,7
603,710,0.152413,13
792,786,0.15248,10
784,476,0.153101,64
635,777,0.153172,15
699,333,0.153363,6
171,502,0.1546,3
538,204,0.154614,3
776,761,0.155635,21
265,730,0.155673,6
743,693,0.156364,21
805,277,0.157165,7
128,793,0.1593,4
221,800,0.159393,16
301,305,0.160885,2
562,795,0.161438,6
803,804,0.161495,24
732,799,0.162272,67
806,37,0.162723,22
492,493,0.162785,2
515,159,0.162984,3
63,788,0.163761,4
179,812,0.164207,25
650,55,0.164801,3
196,696,0.165004,3
820,198,0.166087,4
256,272,0.167873,2
780,796,0.168124,10
49,787,0.168449,3
797,741,0.169281,15
825,540,0.169287,17
781,714,0.169993,25
704,808,0.170242,11
785,814,0.170471,37
521,807,0.170733,9
67,458,0.171279,2
822,274,0.171328,3
62,626,0.172193,3
189,201,0.172926,2
61,106,0.173066,2
749,340,0.173708,4
833,813,0.174078,70
173,818,0.174231,26
129,143,0.174398,2
811,783,0.175156,8
742,773,0.175257,5
436,789,0.175718,16
837,574,0.175984,73
823,842,0.176365,26
175,332,0.176827,2
801,327,0.178617,7
352,701,0.179158,3
828,737,0.179387,14
733,753,0.17941,6
848,584,0.17991,16
57,843,0.179974,74
846,508,0.180471,9
356,364,0.180996,2
844,747,0.181281,28
212,240,0.181433,2
802,172,0.183005,4
838,190,0.183043,27
852,344,0.184132,10
702,826,0.18459,19
859,830,0.186312,28
835,102,0.186415,3
360,827,0.186453,26
316,681,0.186964,3
863,858,0.187891,13
855,719,0.188804,4
368,862,0.189281,27
854,840,0.189588,36
9,829,0.189664,38
850,723,0.189861,20
349,738,0.190424,3
834,318,0.192156,3
183,857,0.192375,28
831,851,0.192695,76
873,798,0.192782,86
809,757,0.192841,18
27,573,0.193124,4
188,193,0.19436,2
849,874,0.194656,92
869,779,0.195384,31
358,866,0.195791,28
432,867,0.19584,37
868,819,0.197331,41
872,845,0.199086,30
879,816,0.199246,34
794,880,0.199657,32
882,31,0.200361,42
310,640,0.202169,3
312,864,0.202597,14
641,860,0.202807,35
667,886,0.203002,44
884,619,0.20301,37
885,615,0.2041,34
791,889,0.204275,38
543,891,0.204447,40
865,250,0.204632,5
661,41,0.205364,3
604,875,0.206485,20
437,446,0.208475,2
126,152,0.209523,2
462,824,0.210345,4
883,871,0.210518,33
896,890,0.211754,47
881,420,0.213737,38
328,341,0.213788,2
839,150,0.214036,3
130,899,0.216368,3
744,836,0.216686,12
892,374,0.219263,35
900,486,0.219327,5
362,908,0.222692,36
910,379,0.223455,37
893,659,0.224292,40
903,429,0.225751,39
901,907,0.226855,45
276,306,0.227635,2
245,897,0.227667,21
913,423,0.228724,40
174,821,0.233507,5
877,914,0.238378,47
134,167,0.23841,2
841,230,0.239024,6
916,921,0.239546,27
703,917,0.240029,43
905,894,0.241238,43
847,911,0.241503,40
918,919,0.241647,52
895,922,0.244288,32
116,924,0.244936,44
817,878,0.246924,96
929,815,0.24704,98
281,915,0.247068,3
232,249,0.247964,2
920,928,0.254287,46
909,930,0.254358,103
239,558,0.25712,3
887,888,0.262763,17
417,424,0.264308,2
231,927,0.265578,33
213,935,0.266182,4
39,902,0.266598,48
912,296,0.266749,41
870,925,0.267396,43
876,940,0.267475,52
941,268,0.267943,42
934,926,0.270433,155
923,438,0.272355,44
120,933,0.276823,47
832,944,0.277261,45
936,945,0.277902,172
211,229,0.281422,2
942,588,0.28194,45
932,938,0.283561,35
952,247,0.285909,36
453,454,0.287743,2
939,219,0.290077,5
955,953,0.291324,41
951,390,0.29199,46
931,810,0.292396,5
947,168,0.293037,48
950,956,0.293928,43
959,546,0.297028,50
943,51,0.300635,53
961,169,0.300643,51
861,949,0.303542,175
948,958,0.304274,50
898,946,0.308807,46
964,104,0.313769,176
856,967,0.31504,180
506,968,0.316319,182
294,965,0.317528,51
192,969,0.318006,183
853,957,0.324534,48
906,963,0.32759,54
34,43,0.329404,2
394,409,0.333469,2
974,962,0.340755,55
971,323,0.34947,184
977,342,0.356526,185
975,966,0.369726,48
979,439,0.379803,49
978,314,0.386292,186
233,960,0.404768,44
980,937,0.418478,51
970,295,0.421145,52
981,954,0.429325,188
976,985,0.432677,243
986,185,0.435444,244
987,904,0.454301,246
988,206,0.456794,247
973,154,0.464494,55
984,270,0.478307,53
972,983,0.498565,99
992,403,0.605036,100
989,93,0.782626,248
990,991,1.16144,108
995,994,1.31848,356
996,993,2.17877,456
982,997,2.38313,500
